userId,movieId,rating,timestamp
4,3204,4.0,964539828
4,3317,4.0,986934498
4,3508,5.0,964538351
4,4020,3.0,986848856
4,4074,3.0,986848665
4,4273,4.0,1007574470
4,4741,3.0,1007574532
4,4881,3.0,1007569445
5,21,4.0,847435238
5,34,4.0,847434881
5,296,5.0,847434748
5,300,3.0,847435337
5,344,3.0,847434802
5,357,2.0,847435238
5,474,4.0,847435337
5,589,3.0,847435258
5,590,5.0,847434747
5,592,3.0,847434747
5,594,5.0,847435238
6,4,3.0,845554349
6,11,4.0,845553489
6,15,4.0,845554505
6,17,4.0,845553559
6,31,3.0,845553819
6,50,1.0,845553381
6,79,3.0,845554907
6,86,5.0,845556131
6,92,4.0,845555454
6,93,4.0,845554584
6,110,5.0,845553283
6,112,4.0,845553994
6,140,3.0,845555024
6,158,4.0,845553660
6,159,3.0,845555006
6,165,3.0,845553146
6,210,4.0,845556310
6,230,5.0,845553966
6,231,3.0,845553174
6,243,3.0,845555588
6,250,4.0,845555588
6,253,3.0,845553283
6,258,3.0,845555172
6,276,4.0,845553907
6,282,3.0,845553522
6,292,4.0,845553253
6,316,5.0,845553174
6,327,1.0,845554062
6,339,4.0,845553253
6,350,5.0,845553489
6,353,4.0,845553726
6,354,4.0,845555402
6,358,3.0,845555265
6,364,5.0,845553317
6,370,4.0,845553794
6,378,3.0,845554987
6,405,3.0,845554603
6,416,3.0,845554962
6,419,3.0,845554224
6,426,3.0,845554551
6,458,3.0,845555546
6,460,3.0,845555281
6,469,4.0,845555477
6,472,3.0,845555632
6,475,4.0,845554099
6,489,3.0,845554505
6,490,3.0,845554584
6,524,3.0,845554479
6,527,3.0,845553426
6,631,4.0,845555265
6,700,4.0,845556147
6,709,5.0,845555249
6,710,3.0,845556223
6,801,3.0,845556194
6,837,3.0,845556241
6,842,3.0,845555675
6,852,4.0,845555694
6,991,4.0,845556808
6,996,4.0,845556323
6,1042,3.0,845556462
6,1082,4.0,845556278
7,58,3.0,1106635520
7,466,5.0,1106635532
7,480,5.0,1106635917
7,750,4.0,1106636810
7,920,3.0,1106635685
7,1208,4.0,1106635462
7,1219,5.0,1106635496
7,1246,1.5,1106635678
7,1270,5.0,1106635681
7,1610,4.0,1106635429
7,2628,1.5,1106712553
7,2717,3.5,1106713081
7,3578,1.5,1106636534
7,3623,1.0,1106712541
7,4018,4.0,1106712913
7,4306,4.0,1106635524
7,4874,3.0,1106635738
7,5218,3.5,1106712866
7,5378,0.5,1106635735
7,5445,4.0,1106636707
7,5502,1.5,1106635745
7,5618,5.0,1106713586
7,7143,4.5,1106636579
7,8360,3.5,1106636782
7,8636,4.5,1106636511
7,8970,2.5,1106636069
7,32031,1.5,1122940686
7,33836,1.0,1125442102
7,34319,4.5,1122333538
7,37741,3.5,1162163504
7,42002,4.5,1144806100
7,48516,1.0,1169687318
7,48783,4.5,1162163488
8,39,3.0,839463644
8,292,3.0,839463489
8,318,5.0,839463489
8,339,3.0,839463509
8,357,5.0,839463767
8,432,1.0,839463702
8,593,4.0,839463470
8,597,3.0,839463728
9,187,3.0,1044657119
9,223,4.0,1044656650
9,1674,4.0,1044656650
9,2012,4.0,1044657237
9,2901,2.0,1044656716
9,4131,1.0,1044657221
9,4993,5.0,1044657051
9,5218,4.0,1044656811
9,5445,4.0,1044656792
9,5481,5.0,1044656836
9,5507,1.0,1044656836
9,5891,1.0,1044657318
9,6001,4.0,1044657072
10,356,3.5,1455301685
10,588,4.0,1455306173
10,912,4.0,1455302254
10,1247,3.0,1455303518
10,1784,3.5,1455301699
10,2762,0.5,1455356388
10,4306,4.5,1455356595
10,4993,4.0,1455356385
10,6377,3.5,1455306101
10,7375,4.0,1455303057
10,33679,3.0,1455357626
10,40629,3.0,1455356796
10,51705,4.5,1455359663
10,58047,3.5,1455302791
10,60397,3.0,1455302689
10,66203,3.5,1455357596
10,68954,4.0,1455304158
10,71579,5.0,1455301869
10,98203,3.0,1455356994
10,103335,4.0,1455398111
10,104374,4.0,1455357653
10,107141,2.0,1455399188
10,109853,4.0,1455357656
10,136020,5.0,1455302192
11,6,5.0,902154266
11,110,5.0,902154266
11,153,3.0,902154593
11,292,4.0,902154383
11,349,5.0,902154342
11,356,5.0,901200263
11,376,2.0,902154684
11,380,4.0,902154431
11,457,5.0,902154316
11,474,4.0,902154431
11,511,4.0,902154514
11,1438,3.0,902154647
11,1518,4.0,902154431
11,1552,4.0,902154458
11,1584,5.0,902155136
11,1616,3.0,902154542
11,1721,5.0,902154989
11,1882,2.0,901200143
11,1917,4.0,901200037
11,1918,4.0,901200070
11,2002,2.0,902154383
12,39,4.0,1247264471
12,168,5.0,1247264411
12,277,3.0,1247263371
12,830,4.0,1247263452
12,1405,3.0,1247263395
12,2072,5.0,1247263670
12,2581,5.0,1247263444
12,3668,5.0,1247264220
12,4018,4.5,1247264420
12,5620,4.0,1247264417
12,6942,5.0,1247264138
12,40629,5.0,1247264192
12,63992,5.0,1247264457
13,2145,3.0,987456968
13,2571,5.0,987457007
13,3827,4.0,987895952
14,47,5.0,835441133
14,153,2.0,835441012
14,193,3.0,835441371
14,367,1.0,835441210
14,477,4.0,835441578
14,539,4.0,835441415
14,552,3.0,835441558
14,592,2.0,835440976
15,44,1.0,1299424916
15,256,3.0,1299425021
15,260,5.0,1510571946
15,296,4.0,1510571877
15,318,5.0,1510571866
15,589,5.0,1510572012
15,596,2.0,1510578088
15,1200,5.0,1510572775
15,1214,5.0,1510572684
15,1653,4.5,1510572798
15,2858,4.0,1510571751
15,3499,4.0,1510572526
15,3555,4.0,1299425208
15,3578,5.0,1510571768
15,4226,1.5,1510571774
15,4306,3.0,1510577965
15,5618,3.0,1510578001
15,5971,2.0,1510577982
15,5989,5.0,1510571938
15,6502,3.5,1510571682
15,7438,3.0,1510572163
15,8360,2.5,1510578083
15,59315,2.0,1510572096
15,60069,3.5,1510577951
15,68237,3.0,1510572824
15,71057,4.0,1510578034
15,71264,2.5,1510578103
15,94864,3.0,1510572894
15,104841,4.5,1510572095
15,115713,2.0,1510572009
15,122886,5.0,1510572679
15,122922,2.0,1510572670
15,152081,3.0,1510578039
15,158872,3.5,1510578028
15,160980,3.5,1510572512
15,166528,5.0,1510572789
16,293,4.0,1377477870
16,296,3.0,1377477302
16,541,4.5,1377477340
16,678,4.0,1377477470
16,1136,4.0,1377476972
16,1147,4.0,1377477315
16,1199,5.0,1377477911
16,1214,4.0,1377477839
16,1223,4.0,1377477855
16,1261,4.0,1377476629
16,1276,4.0,1377477457
16,1281,3.0,1377477580
16,2427,1.5,1377476573
16,2858,3.5,1377476998
16,4002,3.5,1377476669
16,4011,3.0,1377477891
16,4226,4.5,1377476925
16,4878,3.5,1377477936
16,4973,4.0,1377476860
16,4993,3.5,1377477289
16,5952,3.5,1377477424
16,7099,3.5,1377477464
16,27611,4.0,1377477684
16,91529,4.5,1377477940
17,111,4.0,1326943208
17,480,4.5,1305696463
17,590,4.5,1305696492
17,1032,4.5,1305696325
17,1100,3.5,1305696352
17,1193,4.5,1305696771
17,1196,5.0,1305696635
17,1206,5.0,1322628945
17,1213,4.5,1305696699
17,1358,3.0,1322629202
17,1732,5.0,1322629209
17,1967,4.0,1305696313
17,2329,4.5,1305696670
17,2959,4.5,1305696867
17,3039,4.5,1305696285
17,3263,4.0,1305696358
17,3949,4.5,1322629083
17,4571,4.0,1305696310
17,6016,4.5,1322628668
17,7482,4.0,1305696864
17,58559,4.5,1305696675
17,77455,3.5,1307262449
17,82459,4.0,1305696644
18,50,5.0,1455049343
18,104,2.5,1455748792
18,165,4.0,1455209902
18,329,4.0,1455231677
18,337,4.0,1455748833
18,364,3.0,1455209887
18,380,2.5,1455209846
18,431,4.0,1462138790
18,442,3.0,1455748803
18,555,4.0,1504907725
18,586,3.5,1455748696
18,608,4.5,1455050069
18,653,3.0,1456955524
18,913,4.0,1517525849
18,1020,3.5,1456955800
18,1089,4.0,1455051391
18,1201,5.0,1455051405
18,1208,3.5,1455051397
18,1209,5.0,1455050528
18,1245,4.0,1503000947
18,1291,4.0,1455059809
18,1580,3.5,1455748435
18,1608,3.0,1455735712
18,1732,4.5,1456958438
18,1784,3.5,1456672335
18,1917,3.0,1455748548
18,2058,3.5,1476911164
18,2278,3.5,1464907405
18,2329,4.0,1455209651
18,2951,4.5,1455735323
18,3751,3.5,1455529841
18,3896,4.0,1504894830
18,5008,4.5,1456744749
18,5679,4.0,1455617626
18,5903,3.5,1456832424
18,5989,4.0,1455209729
18,5995,4.5,1455735416
18,6333,4.0,1464994734
18,6378,3.0,1455049758
18,6440,4.5,1455617896
18,6787,4.0,1534020896
18,6807,4.5,1458669199
18,6888,0.5,1455050979
18,7018,3.5,1486854151
18,7323,3.0,1455049931
18,8798,4.0,1455617710
18,8961,3.5,1455209724
18,27716,4.5,1456859906
18,40819,4.0,1455050836
18,44555,4.0,1485646726
18,45517,3.5,1455232017
18,45722,4.0,1455049739
18,46965,1.0,1455749474
18,47491,4.0,1456859832
18,48394,4.0,1455049848
18,48516,4.5,1455049826
18,49651,3.5,1457444465
18,53972,3.0,1455232038
18,53996,3.0,1455749279
18,55118,4.5,1469995045
18,57528,2.5,1456924845
18,64614,3.5,1455059693
18,64957,3.5,1455821116
18,68073,4.5,1455749814
18,69122,3.0,1455529969
18,71108,4.5,1486073568
18,73323,4.5,1456770625
18,74510,4.5,1456770638
18,76175,2.5,1456924918
18,80219,3.5,1455749571
18,85354,4.0,1470173519
18,87232,4.0,1455051166
18,88094,3.0,1457352482
18,90600,4.0,1511043515
18,91485,3.5,1489780980
18,97938,3.0,1455051126
18,102125,3.5,1457382480
18,103253,3.5,1478381466
18,104241,3.0,1458585307
18,118900,3.5,1483294684
18,122892,3.5,1457382463
18,134853,3.5,1469994968
18,155168,4.0,1457551336
18,158972,3.5,1511651100
18,164179,3.0,1517508124
18,171023,4.0,1505599943
18,177593,4.5,1534007386
19,3,3.0,965707636
19,65,2.0,965708217
19,102,1.0,965708653
19,118,3.0,965708217
19,153,2.0,965707889
19,165,3.0,965711413
19,223,3.0,965705917
19,235,4.0,965705784
19,252,3.0,965706507
19,258,3.0,965704033
19,319,1.0,965710693
19,333,2.0,965706548
19,339,3.0,965706365
19,372,1.0,965706507
19,420,2.0,965708098
19,445,2.0,965706907
19,520,2.0,965706795
19,540,1.0,965711928
19,543,3.0,965706232
19,546,2.0,965704079
19,586,3.0,965707079
19,587,3.0,965706438
19,661,3.0,965709102
19,671,2.0,965703674
19,711,3.0,965709923
19,719,2.0,965707724
19,743,2.0,965707137
19,810,1.0,965704375
19,839,1.0,965712018
19,881,1.0,965707137
19,921,3.0,965706068
19,984,2.0,965708318
19,986,3.0,965709445
19,1031,2.0,965709622
19,1032,1.0,965709068
19,1073,4.0,965704248
19,1079,4.0,965705725
19,1240,4.0,965703605
19,1322,2.0,965705443
19,1345,3.0,965704931
19,1356,3.0,965709478
19,1380,3.0,965706839
19,1407,3.0,965704952
19,1441,3.0,965706438
19,1479,3.0,965711598
19,1573,4.0,965703727
19,1597,2.0,965711237
19,1614,2.0,965707576
19,1653,4.0,965703628
19,1658,5.0,965711769
19,1679,2.0,965702660
19,1688,3.0,965709144
19,1717,3.0,965705195
19,1732,3.0,965705896
19,1777,3.0,965706438
19,1784,2.0,965706163
19,1831,2.0,965704033
19,1834,3.0,965710871
19,1845,3.0,965706276
19,1888,2.0,965707419
19,1919,2.0,965705572
19,1963,3.0,965705725
19,1971,3.0,965705347
19,1972,1.0,965705301
19,1973,2.0,965705322
19,1994,3.0,965710781
19,2002,3.0,965707724
19,2004,3.0,965705117
19,2011,2.0,965703834
19,2014,2.0,965707669
19,2016,3.0,965708059
19,2033,3.0,965709172
19,2037,4.0,965707724
19,2108,3.0,965706140
19,2115,3.0,965709534
19,2134,2.0,965706525
19,2145,2.0,965706615
19,2171,2.0,965706728
19,2193,3.0,965704304
19,2203,3.0,965710671
19,2206,3.0,965711039
19,2227,3.0,965701107
19,2232,3.0,965703756
19,2244,2.0,965706507
19,2302,3.0,965706415
19,2320,3.0,965711342
19,2355,3.0,965705896
19,2406,3.0,965706415
19,2407,2.0,965706592
19,2414,3.0,965709785
19,2416,3.0,965706438
19,2450,2.0,965710039
19,2455,2.0,965703698
19,2468,2.0,965707724
19,2485,3.0,965707552
19,2513,1.0,965705195
19,2548,2.0,965705383
19,2555,1.0,965708587
19,2558,2.0,965706415
19,2614,1.0,965705422
19,2622,3.0,965704281
19,2683,3.0,965706592
19,2694,2.0,965706839
19,2710,2.0,965704999
19,2720,1.0,965708653
19,2733,2.0,965707746
19,2762,4.0,965710565
19,2788,2.0,965705822
19,2793,2.0,965705301
19,2836,3.0,965706525
19,2857,3.0,965709047
19,2883,3.0,965706068
19,2900,2.0,965703885
19,2918,5.0,965705867
19,3031,2.0,965708339
19,3035,4.0,965705619
19,3082,2.0,965703061
19,3101,1.0,965711014
19,3176,1.0,965703010
19,3203,2.0,965710957
19,3247,3.0,965707419
19,3253,2.0,965706068
19,3254,2.0,965706967
19,3264,3.0,965705040
19,3324,2.0,965703084
19,3387,2.0,965707828
19,3424,2.0,965705784
19,3510,3.0,965703236
19,3534,2.0,965703269
19,3548,2.0,965706389
19,3578,3.0,965703221
19,3622,3.0,965706114
19,3699,2.0,965703811
19,3701,2.0,965703756
19,3706,3.0,965711128
19,3708,2.0,965711769
19,3825,3.0,965702777
19,3835,2.0,965711413
20,13,4.0,1054038425
20,48,5.0,1054038357
20,107,3.5,1054038320
20,158,3.0,1054038381
20,239,4.5,1054038398
20,588,5.0,1054038059
20,594,5.0,1054038083
20,720,5.0,1054038502
20,899,4.0,1054147395
20,1025,5.0,1054038107
20,1031,3.0,1054038326
20,1148,5.0,1054038506
20,1876,2.0,1054036210
20,2018,4.0,1054038166
20,2054,2.5,1054036164
20,2059,3.5,1054038343
20,2078,4.5,1054038081
20,2089,4.5,1054038249
20,2100,3.5,1054036178
20,2137,4.5,1054038124
20,2141,4.5,1054038233
20,2565,3.5,1054147376
20,2687,4.5,1054038187
20,2746,4.5,1054147419
20,3510,3.0,1054037270
20,3512,3.0,1054037253
20,3624,2.0,1054037231
20,3793,3.5,1054037246
20,3986,2.5,1054037622
20,3990,0.5,1054037862
20,3996,3.5,1054037208
20,4014,4.0,1054037132
20,4016,4.5,1054037249
20,4344,3.5,1054147210
20,4369,2.0,1054037557
20,4370,3.0,1054037504
20,4446,3.5,1054037907
20,4846,2.5,1054037303
20,4865,3.0,1054037653
20,5014,4.0,1054037384
20,5171,2.0,1054037913
20,5507,0.5,1054147297
20,5630,3.5,1054037295
20,5693,4.0,1054147413
20,5816,4.5,1054037077
20,6143,4.0,1054036826
20,6333,4.0,1054036616
21,38,2.5,1419795113
21,44,1.0,1376822969
21,48,3.0,1376822924
21,551,0.5,1418063134
21,858,2.5,1376823648
21,1198,4.0,1417378082
21,1370,3.5,1418063292
21,2001,2.5,1376823286
21,2002,3.5,1418847031
21,2023,2.5,1428775446
21,2378,2.5,1376822727
21,2424,4.0,1423422347
21,2717,4.0,1500701951
21,2858,2.0,1441392960
21,2948,4.5,1403460596
21,2989,4.5,1403459790
21,3462,3.0,1407617682
21,3623,4.0,1376823417
21,3697,2.5,1468113456
21,3988,1.0,1418063141
21,4621,2.5,1419794704
21,4896,4.0,1418932147
21,5219,3.0,1468113409
21,5418,4.0,1412967834
21,5952,2.0,1419025155
21,6155,3.5,1500702115
21,6548,3.5,1421521954
21,7570,4.5,1403459807
21,7701,2.5,1419794804
21,8636,3.0,1441826943
21,30816,3.0,1418063364
21,33004,4.5,1419025243
21,33794,3.5,1441826836
21,36519,3.5,1468113445
21,47997,5.0,1500701943
21,49272,4.0,1418063254
21,53322,4.5,1403637459
21,53972,3.0,1403460418
21,54286,4.0,1412967989
21,59429,2.5,1376823737
21,59900,3.0,1427558545
21,60397,3.5,1500702119
21,69406,3.5,1418926516
21,69526,3.5,1468113535
21,73017,2.5,1419795394
21,78469,3.5,1468113385
21,79134,2.0,1419794777
21,79185,4.0,1427558538
21,80166,3.0,1418926532
21,81229,3.5,1419795367
21,82202,4.0,1427558240
21,88744,3.0,1441393053
21,91500,3.5,1419795371
21,91529,3.5,1418063237
21,96588,3.5,1500701958
21,98124,3.5,1418846981
21,103253,3.0,1403460742
21,103339,3.5,1403460758
21,103372,3.5,1403461849
21,103819,1.5,1376823528
21,106072,3.5,1403461833
21,106487,4.0,1403460683
21,106540,2.5,1403460178
21,106920,2.5,1418846877
21,107013,0.5,1418063180
21,109374,3.5,1403460482
21,110102,3.5,1407619805
21,111617,4.0,1403460536
21,115502,3.5,1441393892
21,116823,3.5,1452051997
21,117851,3.0,1419794218
21,119141,0.5,1419793939
21,119155,3.5,1419794090
21,122886,4.0,1452051525
21,122896,4.0,1452052163
21,122922,4.0,1500701517
21,126548,3.0,1500701836
21,138186,0.5,1436989816
21,140301,3.0,1441393974
22,216,4.0,1268726081
22,858,3.0,1268726337
22,1042,3.0,1268726053
22,1193,5.0,1268726374
22,2058,0.5,1268726061
22,2959,3.5,1268726211
22,2968,3.0,1268726071
22,4036,4.5,1268727180
22,4878,1.5,1268726600
22,4886,3.5,1268727375
22,4903,4.0,1268727442
22,4995,3.5,1268727353
22,5013,0.5,1268727056
22,5015,0.5,1268727162
22,5418,3.5,1268727381
22,5902,3.5,1268726753
22,8464,0.5,1268726944
22,8798,4.0,1268726866
22,36529,2.5,1268727409
22,37741,3.5,1268726773
22,48780,4.0,1268726262
22,49272,5.0,1268727326
22,50872,1.5,1268726651
22,52281,0.5,1268726845
22,55820,4.0,1268726559
22,56171,0.5,1268726349
22,60069,2.0,1268726549
22,60950,1.0,1268727036
22,61323,0.5,1268727079
22,68358,0.5,1268727244
23,296,3.5,1107163773
23,608,3.5,1107162895
23,750,3.0,1107164374
23,923,4.0,1107164855
23,924,4.0,1107162966
23,1089,4.0,1107163817
23,1193,3.5,1107163763
23,1203,3.0,1107341565
23,1213,3.0,1107164469
23,1237,4.0,1107162947
23,1248,3.0,1107162687
23,1284,5.0,1107162632
23,1884,3.0,1107162759
23,2467,4.0,1107162749
23,2730,2.0,1107164153
23,4027,3.0,1107341758
23,5782,4.0,1107164450
23,6920,3.0,1107163588
23,6989,3.5,1107164073
23,7064,3.5,1107164411
23,7123,4.5,1107164119
23,7932,3.0,1107341862
24,50,4.0,1458942023
24,318,4.5,1458941989
24,457,3.5,1458941545
24,1197,4.0,1458941008
24,1198,4.5,1458941536
24,1220,3.5,1458941742
24,1265,4.5,1458940991
24,1639,3.0,1458941213
24,1663,3.5,1458941784
24,2273,3.5,1458941753
24,4299,3.5,1458941231
24,4973,3.5,1458940978
24,5064,4.5,1458941650
24,5903,3.0,1458941589
24,31685,3.5,1458941948
24,38061,4.0,1458941952
24,51662,4.0,1458941627
24,58998,4.0,1458941057
24,59615,3.5,1458941901
24,94777,4.0,1458941732
25,5952,5.0,1535470419
25,68157,5.0,1535470515
25,122912,5.0,1535470461
26,150,3.0,836950245
26,165,4.0,836950286
26,454,4.0,836950483
26,593,4.0,836950379
27,2,4.0,962685711
27,238,3.0,962685525
27,590,4.0,962685883
27,661,3.0,962685569
27,780,3.0,962686571
27,783,4.0,962685470
27,913,4.0,965151031
27,920,4.0,962686447
27,1010,2.0,962686260
27,1022,4.0,965149756
27,1083,4.0,965149552
27,1101,4.0,965150230
27,1148,5.0,962686041
27,1197,5.0,965150190
27,1200,1.0,962686447
27,1210,4.0,962684909
27,1270,5.0,965151115
27,1474,3.0,962685802
27,1566,2.0,962685318
27,1584,4.0,962686711
27,1920,2.0,962685711
27,2311,2.0,965151086
27,2406,4.0,965150256
27,2529,4.0,965149571
27,2530,3.0,965151252
27,2640,4.0,962686758
27,2709,3.0,962685711
27,3114,4.0,962685262
27,3451,5.0,965149512
27,3836,4.0,965149368
28,6,3.5,1234570483
28,16,2.5,1234570375
28,32,3.5,1234335329
28,50,3.5,1234337966
28,253,3.0,1242033136
28,353,3.0,1242033139
28,475,4.0,1234334912
28,529,3.5,1234571468
28,599,3.0,1234514490
28,635,3.0,1242288183
28,733,1.0,1234516070
28,778,3.5,1235806117
28,851,2.0,1242033023
28,858,4.5,1234338178
28,1047,3.5,1234334914
28,1101,3.0,1234516135
28,1129,2.5,1234516167
28,1208,3.0,1234516758
28,1209,3.0,1235805640
28,1221,4.0,1234338282
28,1233,3.5,1234338465
28,1356,3.5,1234337804
28,1358,4.0,1234338775
28,1608,2.0,1242290718
28,1617,3.0,1235975955
28,1653,3.5,1234572121
28,1729,2.5,1242031770
28,1748,3.5,1277001863
28,2028,3.5,1234515641
28,2060,1.5,1242290877
28,2268,3.0,1242031764
28,2272,2.5,1242290244
28,2571,4.0,1234338350
28,2686,3.0,1234569659
28,2841,2.5,1242289152
28,2951,3.0,1234515633
28,3033,3.0,1277002147
28,3052,3.0,1242290417
28,3105,2.5,1242031396
28,3169,2.5,1234337236
28,3176,3.0,1242290485
28,3198,3.0,1235805650
28,3246,2.5,1234570524
28,3317,2.5,1236314754
28,3360,4.0,1234571883
28,3408,3.0,1242290472
28,3499,3.0,1242032361
28,3510,3.0,1242290213
28,3535,4.0,1242033133
28,3555,3.5,1234516154
28,3681,3.5,1234338535
28,3793,3.5,1234516011
28,3916,3.5,1242031893
28,3994,3.0,1242290656
28,4011,3.5,1234338576
28,4019,3.0,1242288498
28,4226,3.5,1234337963
28,4446,3.5,1277002284
28,4787,2.0,1242289083
28,4995,3.0,1236313511
28,5152,4.5,1234340571
28,5292,3.5,1243837736
28,5378,4.0,1234516357
28,5445,3.5,1234516004
28,5446,3.0,1237619224
28,5632,3.0,1234515119
28,5903,3.0,1234572104
28,5989,3.5,1236314244
28,6428,3.0,1234571930
28,6552,2.5,1237619395
28,6565,3.5,1242288458
28,6711,2.5,1236314713
28,6817,3.0,1242032439
28,6947,3.5,1234515870
28,6953,3.0,1236313576
28,6957,3.0,1242290204
28,6997,3.0,1242289886
28,7009,3.5,1242289903
28,7025,2.5,1235805921
28,7123,3.0,1242032858
28,7143,3.5,1242032883
28,7263,3.0,1240211839
28,7361,2.5,1277001831
28,7438,4.0,1234341377
28,8010,4.0,1235806217
28,8207,3.5,1234338471
28,8636,3.0,1234572135
28,8641,3.0,1242290779
28,8810,3.0,1234516426
28,8949,2.5,1236313688
28,8977,2.5,1234516433
28,26750,3.5,1242031891
28,26812,3.0,1234514493
28,37386,3.5,1277002259
28,38061,4.5,1234337997
28,40278,3.0,1242289778
28,40583,2.5,1242288972
28,43921,3.0,1242033072
28,44204,3.0,1234571477
28,46723,2.5,1236319973
28,47894,3.5,1234337674
28,48774,3.0,1234335493
28,48780,1.5,1234338427
28,50442,2.0,1242290759
28,53972,2.5,1242032400
28,55118,4.0,1234338278
28,55247,3.5,1234338544
28,56145,1.0,1242032944
28,57368,2.0,1242290495
28,58559,3.5,1234337988
28,59129,2.5,1234853569
28,60674,2.5,1234853684
28,61024,2.0,1234854178
28,61986,3.0,1234853673
28,62376,2.5,1234853561
28,62799,3.0,1234853237
28,63062,3.0,1242107787
28,64957,4.5,1234341141
28,64983,2.5,1242288321
28,65682,2.5,1234340341
28,68237,3.0,1277001822
28,70286,4.5,1277001890
29,165,4.0,1362016840
29,780,4.0,1362016798
29,914,4.0,1362016608
29,1136,4.0,1308084085
29,1201,5.0,1307907031
29,2028,5.0,1362016835
29,2872,4.5,1307905862
29,2944,4.0,1307905845
29,3578,5.0,1362016881
29,3681,4.0,1307907026
29,26554,4.0,1309069525
29,48774,4.5,1307906679
29,55820,4.0,1308084198
29,70286,4.0,1307906685
29,80489,4.0,1362016591
29,99114,4.5,1362016549
29,111362,4.5,1405816130
30,1198,5.0,1500370343
30,1291,5.0,1500370351
30,91529,5.0,1500370452
30,93510,5.0,1500370378
30,111759,5.0,1500370446
30,115617,5.0,1500370457
30,116823,4.0,1500370376
31,10,4.0,850467366
31,62,4.0,850466616
31,612,3.0,852208599
31,736,4.0,850466616
31,912,5.0,850467425
31,1198,4.0,850467408
31,1353,4.0,850467078
31,1363,5.0,850466810
32,24,3.0,856737205
32,39,3.0,856737205
32,62,3.0,856736119
32,141,4.0,856736119
32,246,4.0,856737338
32,345,5.0,856737044
32,539,4.0,856737123
32,592,5.0,856737044
32,1391,5.0,856736427
32,1459,4.0,856736725
33,17,4.0,939654828
33,28,5.0,939654815
33,39,5.0,939654896
33,110,5.0,939648134
33,151,4.0,939715904
33,261,4.0,939715904
33,339,5.0,939719385
33,457,5.0,939646784
33,477,3.0,939716738
33,508,3.0,939647015
33,580,1.0,939715414
33,593,5.0,939647370
33,613,5.0,939715859
33,778,4.0,939647370
33,994,5.0,939646939
33,1095,4.0,939716778
33,1183,3.0,939647016
33,1245,5.0,939716472
33,1249,5.0,939646820
33,1357,4.0,939648134
33,1393,4.0,939654896
33,1658,2.0,939654815
33,1888,4.0,939716559
33,2080,4.0,940422746
33,2272,3.0,939715620
33,2291,2.0,939715749
33,2333,4.0,939647370
33,2336,2.0,939646982
33,2542,4.0,939654747
33,2580,5.0,939646902
33,2875,4.0,939716738
33,2943,5.0,939646680
34,2424,1.0,1168811769
34,3489,3.0,1168811503
34,4226,4.5,1162049184
